,id,State,Jurisdiction,AbbreviatedDistrict,ZoneAcres,FedStateAcres,MunicipalAcres,State_from_zoning,Jurisdiction_from_zoning,County,Abbreviated District Name,Full District Name,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet),1-Family Rear Setback (# of feet),1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet),2-Family Rear Setback (# of feet),2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet),3-Family Rear Setback (# of feet),3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet),4+-Family Rear Setback (# of feet),4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes,AduMaxSizeLimit,1MUS,2MUS,3MUS,4MUS,MUS,1MLS,2MLS,3MLS,4MLS,1E,2E,3E,4E,AEld,PK
30,HI--HAWAII--CG7.5,HI,Hawaii,CG-7.5,156.05157599277027,41.67935453966182,114.37222145310844,HI,Hawaii,Hawaii,CG-7.5,"General Commercial - 7,500 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,15,0,15,NONE,NONE,2,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,12,15,0,15,NONE,NONE,4,4,NONE,45; 120 in Hilo,NONE,NONE,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,45,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.17,35.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
31,HI--HAWAII--CN10,HI,Hawaii,CN-10,110.20094684215182,13.64836004782344,96.55258679432838,HI,Hawaii,Hawaii,CN-10,"Neighborhood Commercial - 10,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,15,0,15,NONE,NONE,2,NONE,40,NONE,NONE,No,No,0.23,8,15,0,15,NONE,NONE,4,4,NONE,40,NONE,NONE,No,No,0.23,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,40,NONE,NONE,NONE,No,No,0.23,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,40,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.23,35.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
32,HI--HAWAII--CN20,HI,Hawaii,CN-20,79.00220642901526,0.44216358314905774,78.5600428458662,HI,Hawaii,Hawaii,CN-20,"Neighborhood Commercial - 20,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46,15,0,15,NONE,NONE,2,NONE,40,NONE,NONE,No,No,0.46,4,15,0,15,NONE,NONE,4,4,NONE,40,NONE,NONE,No,No,0.46,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,40,NONE,NONE,NONE,No,No,0.46,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,40,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.46,35.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
33,HI--HAWAII--CN40,HI,Hawaii,CN-40,14.72028453468092,0.12484130464171408,14.595443230039205,HI,Hawaii,Hawaii,CN-40,"Neighborhood Commercial - 40,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.92,15,0,15,NONE,NONE,2,NONE,40,NONE,NONE,No,No,0.92,2,15,0,15,NONE,NONE,4,4,NONE,40,NONE,NONE,No,No,0.92,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,40,NONE,NONE,NONE,No,No,0.92,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,40,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.92,35.0,NONE,,,False,True,True,True,True,True,D,D,D,D,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
34,HI--HAWAII--CN7.5,HI,Hawaii,CN-7.5,48.53254052851871,0.7515539329242387,47.78098659559447,HI,Hawaii,Hawaii,CN-7.5,"Neighborhood Commercial - 7,500 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,15,0,15,NONE,NONE,2,NONE,40,NONE,NONE,No,No,0.17,12,15,0,15,NONE,NONE,4,4,NONE,40,NONE,NONE,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,40,NONE,NONE,NONE,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,40,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.17,35.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
35,HI--HAWAII--CV10,HI,Hawaii,CV-10,772.1450817350349,88.13555597578879,684.0095257592461,HI,Hawaii,Hawaii,CV-10,"Village Commercial - 10,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.23,15,0,15,NONE,NONE,2,NONE,30,NONE,NONE,No,No,0.23,8,15,0,15,NONE,NONE,4,4,NONE,30,NONE,NONE,No,No,0.23,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.23,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.23,35.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
36,HI--HAWAII--CV15,HI,Hawaii,CV-15,0.4513346594206767,0.0,0.4513346594206767,HI,Hawaii,Hawaii,CV-15,"Village Commercial - 15,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,15,0,15,NONE,NONE,2,NONE,30,NONE,NONE,No,No,0.34,6,15,0,15,NONE,NONE,4,4,NONE,30,NONE,NONE,No,No,0.34,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.34,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.34,35.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
37,HI--HAWAII--CV1A,HI,Hawaii,CV-1a,1.0833681458049584,0.0,1.0833681458049584,HI,Hawaii,Hawaii,CV-1a,Village Commercial - 1 acre,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1,15,0,15,NONE,NONE,2,NONE,30,NONE,NONE,No,No,1.0,2,15,0,15,NONE,NONE,4,4,NONE,30,NONE,NONE,No,No,1,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,1,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,1.0,35.0,NONE,,,False,True,True,True,True,True,D,D,D,D,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
38,HI--HAWAII--CV20,HI,Hawaii,CV-20,37.479130463805134,2.0210022332553463e-06,37.4791284428029,HI,Hawaii,Hawaii,CV-20,"Village Commercial - 20,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.46,15,0,15,NONE,NONE,2,NONE,30,NONE,NONE,No,No,0.46,4,15,0,15,NONE,NONE,4,4,NONE,30,NONE,NONE,No,No,0.46,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.46,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.46,35.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
39,HI--HAWAII--CV38,HI,Hawaii,CV-38,39.2000776340327,39.20007749633162,1.3770107898380957e-07,HI,Hawaii,Hawaii,CV-38,"Village Commercial - 38,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.87,15,0,15,NONE,NONE,2,NONE,30,NONE,NONE,No,No,0.87,2,15,0,15,NONE,NONE,4,4,NONE,30,NONE,NONE,No,No,0.87,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.87,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.87,35.0,NONE,,,False,True,True,True,True,True,C,C,C,C,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
40,HI--HAWAII--CV40,HI,Hawaii,CV-40,4.156109670979586,0.0,4.156109670979586,HI,Hawaii,Hawaii,CV-40,"Village Commercial - 40,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.92,15,0,15,NONE,NONE,2,NONE,30,NONE,NONE,No,No,0.92,2,15,0,15,NONE,NONE,4,4,NONE,30,NONE,NONE,No,No,0.92,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.92,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.92,35.0,NONE,,,False,True,True,True,True,True,D,D,D,D,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
41,HI--HAWAII--CV7.5,HI,Hawaii,CV-7.5,371.015610629778,45.58338244942309,325.4322281803549,HI,Hawaii,Hawaii,CV-7.5,"Village Commercial - 7,500 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,15,0,15,NONE,NONE,2,NONE,30,NONE,NONE,No,No,0.17,12,15,0,15,NONE,NONE,4,4,NONE,30,NONE,NONE,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,No,No,NONE,30,NONE,NONE,NONE,No,No,0.17,35,15,0,15,NONE,NONE,1.25,1.25,,,NONE,30,NONE,NONE,NONE,NONE,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Public Hearing,No,0.17,35.0,NONE,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,2 for 1-family; 4 for 2-family (total); 4 for 2-family (per studio/1br); 1.25 for 3-family (total); 1.25 for 3-family (per studio/1br); 1.25 for 4+ family (total); 1.25 for 2+ family (per studio/1br)
42,HI--HAWAII--FA1A,HI,Hawaii,FA-1a,603.932045061001,468.6041717838628,135.32787327713817,HI,Hawaii,Hawaii,FA-1a,Family Agricultural District - minimum 1 acre,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,30,20,30,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,1,2,No,NONE,NONE,NONE,Prohibited,No,,,,,,True,True,False,False,False,True,D,A,A,A,No,No,No,No,No,2 for 1-family
43,HI--HAWAII--FA2A,HI,Hawaii,FA-2a,134.22173961478833,0.8181663224674514,133.40357329232089,HI,Hawaii,Hawaii,FA-2a,Family Agricultural District - minimum 2 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,30,20,30,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,2,2,No,NONE,NONE,NONE,Prohibited,No,,,,,,True,True,False,False,False,True,E,A,A,A,No,No,No,No,No,2 for 1-family
44,HI--HAWAII--FA3A,HI,Hawaii,FA-3a,317.3244327059166,0.15898177119319634,317.1654509347234,HI,Hawaii,Hawaii,FA-3a,Family Agricultural District - minimum 3 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,3,30,20,30,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,3,2,No,NONE,NONE,NONE,Prohibited,No,,,,,,True,True,False,False,False,True,E,A,A,A,No,No,No,No,No,2 for 1-family
45,HI--HAWAII--FA5A,HI,Hawaii,FA-5a,69.88905993085696,5.199024520822175e-07,69.8890594109545,HI,Hawaii,Hawaii,FA-5a,Family Agricultural District - minimum 5 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,5,30,20,30,NONE,NONE,2,NONE,35,NONE,NONE,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Not Mentioned,"Chapter 25 - Zoning does not list affordability requirements for development, however Chapter 12 does list the requirement of the County's affordable credit system.",,,,,,No,No,,,,Allowed/Conditional,No,No,No,No,5,2,No,NONE,NONE,NONE,Prohibited,No,,,,,,True,True,False,False,False,True,E,A,A,A,No,No,No,No,No,2 for 1-family
46,HI--HAWAII--FR,HI,Hawaii,FR,733956.2591424873,652655.5454064703,81300.713736017,HI,Hawaii,Hawaii,FR,Forest Reserve,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
47,HI--HAWAII--MCX10,HI,Hawaii,MCX-10,0.2897436264946929,0.0,0.2897436264946929,HI,Hawaii,Hawaii,MCX-10,"Industrial-Commercial Mixed Use - 10,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
48,HI--HAWAII--MCX1A,HI,Hawaii,MCX-1a,106.21067425344154,2.324012711474946,103.88666154196659,HI,Hawaii,Hawaii,MCX-1a,Industrial-Commercial Mixed Use - 1 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
49,HI--HAWAII--MCX20,HI,Hawaii,MCX-20,399.48167676834987,19.034736309514592,380.4469404588353,HI,Hawaii,Hawaii,MCX-20,"Industrial-Commercial Mixed Use - 20,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
50,HI--HAWAII--MCX3A,HI,Hawaii,MCX-3a,3.2398014923518077,0.0,3.2398014923518077,HI,Hawaii,Hawaii,MCX-3a,Industrial-Commercial Mixed Use - 3 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
51,HI--HAWAII--MG10A,HI,Hawaii,MG-10a,65.53876796837932,0.023482023113918827,65.5152859452654,HI,Hawaii,Hawaii,MG-10a,General Industrial - 10 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
52,HI--HAWAII--MG15A,HI,Hawaii,MG-15a,15.465385989418522,1.1915555968819657e-06,15.465384797862924,HI,Hawaii,Hawaii,MG-15a,General Industrial - 15 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
53,HI--HAWAII--MG1A,HI,Hawaii,MG-1a,2729.6349222787144,2392.0481878878322,337.58673439088216,HI,Hawaii,Hawaii,MG-1a,General Industrial - 1 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
54,HI--HAWAII--MG20,HI,Hawaii,MG-20,474.86587518352076,1.2627107351202551,473.6031644484005,HI,Hawaii,Hawaii,MG-20,"General Industrial - 20,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
55,HI--HAWAII--MG3A,HI,Hawaii,MG-3a,428.99671321383494,353.1554764655718,75.84123674826316,HI,Hawaii,Hawaii,MG-3a,General Industrial - 3 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
56,HI--HAWAII--MG5A,HI,Hawaii,MG-5a,62.16526274587195,3.0484032007392323,59.11685954513272,HI,Hawaii,Hawaii,MG-5a,General Industrial - 5 acres,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
57,HI--HAWAII--ML10,HI,Hawaii,ML-10,25.650352030738688,0.6217370402691352,25.028614990469553,HI,Hawaii,Hawaii,ML-10,"Limited Industrial - 10,000 square feet",Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,No,No,,,,,,No,No,,,,,,,,,,No,No,,,,,,,Prohibited,,,,,,,No,No,,,,Prohibited,No,No,No,No,,,,,,,Prohibited,No,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
